recall_number,status,classification,state,country,recalling_firm,product_description,reason_for_recall,voluntary_mandated,recall_initiation_date,report_date,termination_date
F-2386-2014,Terminated,Class I,HI,United States,"Florimont, Inc.","Tiny Isle Chocolate Truffles Spicy Lava: Gluten Free, Raw, Vegan; individual 1 oz. candies,    Tiny Isle  5915 Olohena Road, Unit H  Kapaa, HI 96746",Candy was made using carob powder that is currently under recall by the direct supplier due to potential Salmonella contamination.,Voluntary: Firm initiated,20140725,20140903,20141104
F-0984-2023,Terminated,Class I,OR,United States,"Cascade International Foods, Inc","Fresh Organic Freezer Strawberries Mexico with calyx (caps) removed, net wt. 18 lbs., packaged in a T60-800 Polyethylene Homopolymer picking tray. Product is imported and distributed in fresh condition by Cascade International Foods.",Potential contamination with Hepatitis A.,Voluntary: Firm initiated,20230525,20230621,20240103
F-0501-2023,Terminated,Class I,MD,United States,"FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine","Bistro To Go, Roast Beef & Horseradish Hoagie, Net Wt. 7 Oz. Single Serving, Keep refrigerated","On 02/03/2023, FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine of Baltimore, MD is  initiating a recall of  various products sold from January 24, 2023 through January 30, 2023 because the products have the potential to be contaminated with Listeria monocytogenes .",Voluntary: Firm initiated,20230203,20230322,20231017
F-0653-2023,Terminated,Class II,WA,United States,Lemonland Food Corp,"Seasoned Pickled Radish distributed in un-labeled plastic containers 6oz, 8oz, 12oz, and 16oz.  Containers were then labeled at H-mart, G-mart, or M2M retail store.","Seasoned Pickled Radish was recalled due to undeclared wheat, sesame, and Y5.",Voluntary: Firm initiated,20230223,20230405,20230329
F-3110-2015,Terminated,Class I,OH,United States,Jeni's Splendid Ice Creams LLC,"Gooey Buttercake Ice Cream Bucket, 820, Jeni's Splendid Ice Creams, LLC, 3 gallons, plastic bucket, individually packed, frozen.    Gooey Buttercake Ice Cream Pint Case, 720, Jeni's Splendid Ice Creams, LLC, pint size, plastic container, 8 pints per case, frozen.    Gooey Buttercake Ice Cream Pint, Jeni's Splendid Ice Creams, LLC, pint size, plastic container, individually packed, frozen.",Product may be contaminated with Listeria monocytogenes.,Voluntary: Firm initiated,20150422,20150916,20151106
F-2313-2012,Terminated,Class II,CA,United States,San Francisco Herb & Natural Food Company,"Spearmint Leaf Organic C/S;  Distributed by San Francisco Herb and Natural Food Co.  Fremont, Ca.",CA Department of Public Health inspectors found a pervasive infestation of mice in the facility.,Voluntary: Firm initiated,20120726,20120926,20150220
F-1778-2013,Terminated,Class I,WA,United States,Hagee Foods Inc.,"Vegetable tray 8 oz UPC 7 49404 30002 5;  Ingredients:  Carrot Sticks, Pretzels, Grapes, Creamy Hummus.    Penny's Salsa Inc. Snack Pack w/Hummus Grapes, Carrots and Pretzels 8 oz UPC 07494041923679.    Both of these products contain the same ingredients in the same amount.  Each contains a 1.5 oz package of hummus labeled Made in the Pacific North West.","Vegetable Trays and Snack Pack, 8 oz, are recalled because they contain 1.5 oz cups of hummus.  The hummus is recalled due to a potential contamination with Listeria monocytogenes.",Voluntary: Firm initiated,20130713,20130807,20130930
F-0820-2025,Terminated,Class II,WA,United States,"Frobright Salsary, LLC","Verde Salsa is refrigerated product, packaged in Polypropylene container, net wt. 12.5 oz, UPC 1 18738 03719. San Juan Salsa Co. Arlington, WA  98223, www.sanjuansalsa.com",Salsa products are recalled due to potential contamination with wood particles.,Voluntary: Firm initiated,20250417,20250528,20250528
F-0241-2024,Terminated,Class I,MD,United States,"FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine","Orchard Bistro, Turkey & Cheddar Hoagie, Net Wt. 7.3 Oz. Single Serving, Keep refrigerated","On 02/03/2023, FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine of Baltimore, MD is  initiating a recall of  various products sold from January 24, 2023 through January 30, 2023 because the products have the potential to be contaminated with Listeria monocytogenes .",Voluntary: Firm initiated,20230203,20230322,20231017
H-0756-2026,Ongoing,Class II,CA,United States,Silver Moon LP dba Loard's Ice Cream,"Banana Ice Cream - 32 oz (4 labels: Mollie Stone's; Dehoff's; Farmer Joe's, Piazza's Fine Foods) UPC: 8-12017-00903",Undeclared Yellow #5,Voluntary: Firm initiated,20260415,20260513,
F-0086-2014,Terminated,Class I,OH,United States,Schwebel Baking Company,"Schwebel's Golden Rich Bun with Honey, 18 oz plastic bag, 12 count, UPC 0 71319 00083 8 Product labeled in part, ""INGREDIENTS: ENRICHED WHEAT FLOUR***CONTAINS: WHEAT, SOY SCHWEBEL BAKING CO. YOUNGSTOWN, OH 44501""",Undeclared eggs.,Voluntary: Firm initiated,20130912,20131106,20140428
F-2199-2019,Terminated,Class I,TX,United States,Pita Pal Foods LP,PitaPal Organic Cilantro Jalapeno Hummus  10 oz. UPC 851570003348 packaged in Plastic tub with clear lid with green rim.,Product has potential to be contaminated with Listeria monocytogenes,Voluntary: Firm initiated,20190715,20190925,20200413
F-1245-2022,Terminated,Class I,,Israel,ELITE CONFECTIONERY LTD,ELITE GRAPE GUM WITH SUGAR	UPC:815871015998	NET WT. 2.32 (66 g),Potential contamination with Salmonella,Voluntary: Firm initiated,20220428,20220615,20221103
F-0250-2024,Terminated,Class I,MD,United States,"FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine","Dietz & Watson, Turkey & Cheese Finger Sandwiches, Net Wt. 6.5 Oz. Single Serving, Keep refrigerated","On 02/03/2023, FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine of Baltimore, MD is  initiating a recall of  various products sold from January 24, 2023 through January 30, 2023 because the products have the potential to be contaminated with Listeria monocytogenes .",Voluntary: Firm initiated,20230203,20230322,20231017
F-0976-2019,Completed,Class II,NC,United States,Sysco Charlotte,LIGHT COW CHEESE LAUGHING COW BAY BEL¿,"The firm discovered that one of their coolers malfunctioned and the food was not held at an appropriate temperature.  Because the holding temperature could affect food safety, this food could be unsafe for consumption.",Voluntary: Firm initiated,20181101,20190227,
F-1977-2019,Terminated,Class I,CA,United States,"Wismettac Asian Foods, INC","Shirakiku FISH CAKE IKA MAKI SK F;  20/ 150G, Net Wt. 5.29 oz.  Keep Frozen, 4 pcs.  UPC 074410925567    Distributed by Wismettac Asian Foods, Inc. Santa Fe Springs, CA","Fish Cake items contain possible contaminating undeclared egg, milk and shellfish.",Voluntary: Firm initiated,20190711,20190814,20200128
F-0177-2018,Terminated,Class I,CA,United States,"Mann Packing Company, Inc.","Mann's Snacking Favorites Honey Turkey Cheddar, 20.3 oz Tray;  UPC - 716519020483- US",CFIA sampled one salad product which resulted in a positive result for Listeria monocytogenes.,Voluntary: Firm initiated,20171019,20171115,20171205
F-1270-2015,Terminated,Class I,WA,United States,Elevated Ice Cream Company,Peppermint Candy Ice Cream.  Product can be packaged in 2.5 gallon or 1.5 gallon plastic tubs or cardboard quart container.  Firm is unable to determine how batches were packaged.,Elevated brand ice cream products are being recalled due to the potential to be contaminated with Listeria monocytogenes.  These products contain ice cream mix produced and recalled by Snoqualmie Gourmet Ice Cream,Voluntary: Firm initiated,20141223,20150304,20150223
F-1877-2012,Terminated,Class I,FL,United States,FreshPoint Central Florida,"MIX w/yellow onions used as an ingredient.  Product may be labeled in part:  1) ""***Pico De Gallo 3/8"" Cut***Ready To Eat Product***2/5 LB***"", ""***FP CENTRAL FL. FRESHCUTS MIXES, FC PICO DE GALLO 3/8#***2/5#***RT # FC***"", Item # 511511  MIXES, FC PICO DE GALLO 3/8""  2) ""***FP CENTRAL FL. FRESHCUTS MIXES, FC T.G.I. PICO 3/8"" SMALL PACK***4/2.5LB***RT # FC***"", Item # 481603  MIXES, FC T.G.I. PICO 3/8"" SMA",FreshPoint Central Florida is recalling multiple onion products and mixes.  The products were prepared using onions sourced from Gills Onions LLC which may be adulterated with Listeria monocytogenes.,Voluntary: Firm initiated,20120725,20120815,20131126
F-2464-2014,Terminated,Class II,OH,United States,Jenis Splendid Ice Creams LLC,Goat cheese with Fig Cognac- possible pints/possible half gallon.  Flavor of frozen dessert on the immediate package.  No ingredients listed.,Frozen desserts do not include ingredients on the labeling.,Voluntary: Firm initiated,20080707,20140924,20141106
F-0586-2025,Completed,Class I,TX,United States,JFE FRANCHISING INC,"Cucumber, Lime & Tajin	19 oz Cucumber with Ranch	9 oz Cucumber Bowl with Ranch 15 oz Cucumber Slices with Tajin	15 oz  packed in clamshells",Potential to be contaminated with Salmonella,Voluntary: Firm initiated,20241129,20250312,
F-0777-2022,Terminated,Class I,CA,United States,Dole Fresh Vegetables Inc,Dole 9.8 oz  Chopped Teriyaki Pineapple Kit   UPC: 0-71430-00100-4  SKU: 791  Dole 9.8 oz  Chopped Teriyaki Pineapple Kit / Teriyaki A L'ananas  UPC: ¿0-71430-00182-0  SKU 1014,Harvest equipment used in harvesting raw iceberg lettuce was tested by  Dole and found to contain Listeria monocytogenes.,Voluntary: Firm initiated,20220106,20220302,20220322
F-0677-2014,Terminated,Class I,WI,United States,"Garden-Fresh Foods, Inc.","Grandpas Roasted Corn & Black Bean Salsa,  5915		11/2/2013 - 11/20/2013	12 1/5 lb","Garden-Fresh Foods is recalling various ready-to-eat salads, slaw, and dip products sold under various brands and codes because they may be contaminated with Listeria monocytogenes.",Voluntary: Firm initiated,20131030,20131211,20140313
F-0960-2022,Terminated,Class II,AZ,United States,"Suntree Snack Foods, LLC","Good & Gather Dried Sweetened Strawberries.  Net Wt 4 oz (113g).  UPC 085239-182840  No Sulfites Added.  No Artificial Flavors.  No Synthetic Colors.  Distributed by Target Corporation, Minneapolis, MN  55403",Product contains undeclared Sulfites.,Voluntary: Firm initiated,20220323,20220406,20230303
F-0106-2017,Terminated,Class III,NY,United States,Triceutical Inc./Zhang,Eagle Lecithin soft gels,Triceutical Inc. has recalled all dietary supplements due to lack of good manufacturing practices.,Voluntary: Firm initiated,20141010,20161026,20180604
F-1332-2022,Terminated,Class I,ID,United States,Albertsons Companies LLC,"Ready Meals PB & Trail Mix Snack.  Product were available for purchase at the following banners: Shaw's, Star Market. Packaged in clear plastic square bottom and lid.  Net wt. 7.6 oz.",Potential Salmonella contamination.,Voluntary: Firm initiated,20220521,20220629,20220719
F-1906-2014,Terminated,Class II,MA,United States,The Pastene Companies Ltd.,"Pastene  ITALIAN FARFALLE  #66 ,16 oz cellophane bag.   Imported from Italy. Imported by the Pastene Company, Canton, MA    Item Number:7091  UPC: 066086070917","Semolina pasta fails to declare the allergen""wheat""",Voluntary: Firm initiated,20140410,20140507,20150819
F-3173-2017,Terminated,Class II,IL,United States,Newly Weds Foods Inc,"B2ABN1,  BATTER MX X1@, NET WT 50 LBS, Manufactured By: Newly Weds Foods, Inc., Chicago, IL 60639",Product may contain undeclared milk.,Voluntary: Firm initiated,20170503,20170726,20190805
F-0705-2017,Terminated,Class I,OH,United States,Troyer Cheese Inc,"BACKROAD COUNTRY CRANBERRY NUT DELIGHT MIX, Net Wt. 9 oz (256g)   Product Code 15359 BEST IF USED BY 05/2017",The product has been recalled because it has the potential to be contaminated with Listeria monocytogenes.,Voluntary: Firm initiated,20160523,20161221,20170330
F-0075-2019,Terminated,Class II,CA,United States,FOODSTIRS,Foodstirs Modern Baking;  Organic Minute Mug Cake Mix Celebration Confetti - 4 - 2.54 oz. (72g) Pouches per carton -Carton  Net Wt. 10.16 oz. (288g)    Carton UPC; 816524 02789  Master case UPC: 816524 020796,Individual pouches of Organic Minute Mug Cake Mix Celebration Confetti 4-pack do not declare milk as an allergen. The correct allergen statement is on the outer carton.,Voluntary: Firm initiated,20181011,20181107,20181107
F-3414-2017,Terminated,Class II,MN,United States,Go Fresh,"US Foods VEG MIX BROC/RED-ON-PEP STRIP, 2/5#, 8651259",Broccoli has the potential to be contaminated with E. coli O26,Voluntary: Firm initiated,20170803,20170830,20170919
F-0781-2013,Terminated,Class II,MI,United States,"Zingerman's Bakehouse, Inc.",Zingerman's Bakehouse Olive Oil Cake Net wt. 1.25 lb,"Zingerman's BAKEHOUSE pastry labels were found  not identifying the source of butter and cream ingredients as milk; the source of flour as wheat, and lacking identity of soy allergen found in products.",Voluntary: Firm initiated,20121102,20121212,20130201
F-1888-2015,Terminated,Class I,WA,United States,Seattle Pops,"Arroz con Leche Frozen Pops, 4.0 fl oz. frozen pop is individually packaged in a sealed plastic bag; 24 pops/case.  Product is labeled in part,  ""***rice, cinnamon, vanilla, cream, milk, skim milk powder, non-gmo cane sugar, less than 0.4% stabilizer (carob bean gum, guar gum, soy lecithin, carrageenan)***Seattle Pops PO Box 31285 Seattle, WA 98103***"".    No UPC code.","Ice Cream Bars/Pops are recalled due to the potential to be contaminated with Listeria monocytogenes.  These products contain an ice cream based ingredient that was manufactured and recalled by Snoqualmie Gourmet Ice Cream, Inc.",Voluntary: Firm initiated,20141223,20150415,20150414
F-0689-2025,Terminated,Class II,IN,United States,"Craftmark Bakery, LLC","5000108 OATMEAL RAISIN COOKIE DOUGH, 6 poly bags of 30 frozen pucks in a corrugate case, Net Weight: 8.67 kg (19.12 lb)",Potential contamination with foreign material (plastic),Voluntary: Firm initiated,20250327,20250409,20250506
F-0066-2020,Terminated,Class I,CA,United States,Urban Remedy,Samosa Cauli Wrap;   6.7 oz.  UPC: 813377 023097,Random sampling of spinach from vendor found Enterohemorrhagic E-Coli/Shiga Toxin Producing E. Coli.,Voluntary: Firm initiated,20190911,20191030,20191106
F-2058-2019,Terminated,Class II,CA,United States,Keto Farms LLC,"Keto Farms Keto Snack Mix - Tomato Pepperjack    Fruit & Cheese Mix with Sprouted Pecans & Walnuts;  Net Wt. 95 g (3.34 oz.    Ingredients: Monterey Jack Cheese with Jalapeno Peppers, (Pasteurized Milk, Jalapeno Peppers, Cheese Culture, Salt, Enzymes), Sprouted Organic Walnuts, Sprouted Transitional Almonds, Grape Tomatoes, MCT Oil, Cold Water Sea Salt.    Contains: Dairy (milk), Tree Nuts    Made in USA:    Distributed by: Keto Farms, Venice, CA 90291","California Department of Public Health Inspection found that the allergen, coconut, was not declared on the label",Voluntary: Firm initiated,20190808,20190828,20191121
F-1437-2012,Terminated,Class II,CA,United States,True World Foods San Francisco LLC.,"Oyster Frozen Half Shell;  144 Pc/CS  Processed by:  Dai One Food Co., LTD  #150 Jun-RI, Sanyang-UP  Tongyeong-City  Kyungsangnam-DO.    to:  Khee Trading, Vernon, CA 90058.","The product has been prepared, packed, or held under insanitary conditions whereby it may have become contaminated with filth, or whereby it may have been rendered injurious to health.",Voluntary: Firm initiated,20120613,20120627,20120713
F-1403-2016,Terminated,Class II,CO,United States,Simply Delicious Inc.,"Bobo's Oat Bars, Gluten Free, Lemon Poppyseed, Net Weight 3 oz (85g), packaged in clear plastic, 12 bars per sleeve, also sold as individual units. Manufactured by Simply Delicious, Inc.",Simply Delicious is recalling Lemon Poppyseed bars because they were mispackaged with Coconut bars.,Voluntary: Firm initiated,20160505,20160601,20160919
